customer_id,avg_bandwidth_dsl,avg_bandwidth_fiber_optic
Z462594,1776.755229,NULL
Z473183,NULL,NULL
Z476597,1621.89345,NULL
Z477994,NULL,497.9042695
Z480141,NULL,6499.362155
Z482737,6583.556553,NULL
Z518136,NULL,1515.642262
Z525344,NULL,NULL
Z529081,NULL,2914.993204
Z53820,6857.525674,NULL
Z543865,NULL,843.4262718
Z56850,NULL,NULL
Z578943,2484.205678,NULL
Z579205,6512.543796,NULL
Z583427,NULL,5608.639508
Z606822,2692.714225,NULL
Z622003,NULL,5305.771174
Z636097,NULL,NULL
Z655607,NULL,NULL
Z662588,NULL,NULL
Z663168,877.1087708,NULL
Z677194,6555.502175,NULL
Z688558,NULL,5250.409842
Z718044,5545.726878,NULL
Z723653,NULL,539.9859818
Z731991,NULL,NULL
Z748506,NULL,5299.289196
Z75568,NULL,986.7489919
Z756585,NULL,NULL
Z766188,5245.572739,NULL
Z772310,NULL,5560.7204
Z775001,711.8524934,NULL
Z781034,NULL,2154.298838
Z784446,NULL,4395.076801
Z81410,NULL,921.6285886
Z817431,NULL,676.2178659
Z818750,NULL,NULL
Z826011,NULL,6053.671903
Z827010,NULL,411.6028202
Z836778,1322.686843,NULL
Z842303,NULL,641.845268
Z842388,2168.702608,NULL
Z842961,NULL,5890.196741
Z846097,NULL,745.0467839
Z858434,NULL,6366.330959
Z879032,NULL,1436.945723
Z881348,1435.244426,NULL
Z884144,1468.00712,NULL
Z891443,NULL,4707.7319
Z940031,6548.644506,NULL
Z944509,NULL,NULL
Z949431,5813.10524,NULL
Z958847,1114.579555,NULL
Z974546,NULL,NULL
Z979359,1691.271964,NULL
Z987566,NULL,5977.627047
Z995043,5755.545082,NULL
